
\\ Begins the configuration of the alarm system, 04.06.2014 04:54:19

04.06.2014 04:54:19.891 - The LTM data was read from the file "C:\Program Files\Siemens\WinCC\bin\LTMDatenENU.csv"
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Object engine was loaded" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:@103_s@ has activated Runtime" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:@103_s@ has deactivated Runtime" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Connection @103_s@ disconnected" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Connection @103_s@ connected" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Client @103_s@ connected" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Client @103_s@ disconnected" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Client @103_s@ - Connection interrupted" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Connection @103_s@ deleted" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Connection @103_s@ modified" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Connection @103_s@ created" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "WCCRT:@100_s@:Driver state" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PACKAGE:@100_s@:Import" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PACKAGE:@100_s@:Export" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PACKAGE:@100_s@:Delete" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PACKAGE:@100_s@:New" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PACKAGE:@100_s@:Reload" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PACKAGE:@100_s@:Default server" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PACKAGE:@100_s@:Implicit update" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PACKAGE:@100_s@:Update" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PERFMON:@1_s@:@7_s@ is low" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PERFMON:@1_s@:@7_s@ is ok" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PERFMON:@1_s@:@7_s@ is high" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PERFMON:@1_s@:@7_s@ is ok" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PERFMON:@1_s@:@7_s@ is low" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PERFMON:@1_s@:@7_s@ is ok" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.211 - The text "PERFMON:@1_s@:@7_s@ is high" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PERFMON:@1_s@:@7_s@ is ok" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PERFMON:@1_s@:@7_s@ is low" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PERFMON:@1_s@:@7_s@ is ok" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PERFMON:@1_s@:@7_s@ is high" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PERFMON:@1_s@:@7_s@ is ok" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PERFMON:@1_s@:Redundancy loss of terminal adapter @1_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PERFMON:@1_s@:Terminal adapter @2_s@ connected" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PERFMON:@1_s@:Terminal adapter @2_s@ disconnected" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PDLRT:@100_s@:Common error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PDLRT:@100_s@:Action not active" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PDLRT:@100_s@:Wrong picture format" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PDLRT:@100_s@:Picture not found" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PDLRT:@100_s@:Dynamic not active" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PDLRT:@100_s@:Unable to write a tag" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "PDLRT:@100_s@:Dynamic actions not active" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Common error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during initialization" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during loading of runtime data" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during language switch" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during access to database" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during creation of runtime objects" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during online configuration" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error in client/server environment" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error in memory management" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during acquisition of measured values" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during processing of measured values" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during archiving of measured values" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error in format DLL" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error with user archive option" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error during process-controlled archiving" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error in the API" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Error with the application window" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:System error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Database queue overflow" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Notification queue overflow" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Norm DLL queue overflow - data is lost." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:Problems with the connection to the central archive server." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "TLGRT:@100_s@:The problem on the connection to the central archive server was fixed" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Message does not require acknowledgment." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Message has already been acknowledged." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Message class for the message not found." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Message status cannot be processed." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Message is locked." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Message Date/Time Stamp invalid" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Message window template name unknown" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Message window could not be created." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Message window data invalid" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Bit is outside the tag range." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:No tag change" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Event tag(bit) already used" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Acknowledge tag(bit) already used" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Status tag already used" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Error during conversion of Variant-Datatyps" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Event tag(bit) already used --> different type" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Event tag or tag type invalid" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Acknowledge tag or tag type invalid" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Status tag or tag type invalid" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Handle invalid" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Selection criteria invalid" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Resources DLL for language not found" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Error during creation of the memory mapped file" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Error during creation of the synchroniz. mechanism." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Wrong parameter" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Transfer buffer too small" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:This function is presently not available." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.221 - The text "ALGRT:@100_s@:Format DLL send data cannot be evaluated." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Do not execute the format DLL function" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:No message blocks in the report" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Invalid log ID" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Report printout is already active." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Alarm Logging-Runtime <Server> not installed." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Printout of the message report could not be started." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Printout of the short-term archive not started." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Printout of the sequence archive report not  started." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Limit of messages for online configuration exceeded." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Parameter error in the S7 telegram" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Invalid parameter ALGRT" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Invalid parameter TLGRT" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Invalid process value blocks" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Invalid parameter AR_SEND" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Common error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Message overflow on PLC" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Link-up and update on PLC activ" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Link-up and update on PLC finished" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:System modification in RUN (CiR) active" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:System modification in RUN (CiR) inactive" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "NRMS7:@100_s@:Error while logging on to receive message" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Alarm message archive overflow - alarms will be lost" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Message @10_d@ locked:@1_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Message @10_d@ enabled:@1_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Message group @1_s@ locked" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Message group @1_s@ enabled" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Alarm message archive overflow ended - no more alarms will be lost" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:alarm input queue reaches critical count" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:alarm input queue reaches uncritical count" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Message @10_d@ hidden:@1_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:Message @10_d@ displayed:@1_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:The connection to the master has been interrupted." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "ALGRT:@100_s@:ALGRT:@100_s@:Incomplete configuration data for message @10_d@ detected. Status: @1_d@." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "RPTRT:@100_s@:Common error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "RPTRT:@100_s@:PRT_OUT folder is running full" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "RPTRT:@100_s@:Spool folder is running full" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "RPTRT:@100_s@:Report not printed - PRT_OUT folder full" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "RPTRT:@100_s@:Report not printed - spool folder full" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "RPTRT:@100_s@:Message sequence report is being reprinted" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "PRTSCN:@100_s@:Spool folder is running full" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "PRTSCN:@100_s@:PrintScreen not printed - Spool folder full" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Common error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Error during disconnection of the runtime applications." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Error during connection of the runtime applications." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Error during initialization of the MMF." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Error during loading of the MMF." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Error during opening of the MMF." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Error during creation of the service window." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:No language found." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Text ID not found." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Read access to the MMF denied." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Language not found." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Language table could not be opened." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Text table could not be opened." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:Incorrect language given." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "TXTRT:@100_s@:DBConnect error." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "GSCRT:@100_s@:Error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "SCRIPT:@100_s@:Overflow" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "SCRIPT:@100_s@:Action error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "SCRIPT:@100_s@:Overflow" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "SCRIPT:@100_s@:ConnectionError" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "SCRIPT:@100_s@:Action error 1" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "SCRIPT:@100_s@:Action error 2" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "SCRIPT:@100_s@:Tag error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "SCRIPT:@100_s@:Info" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "SCRIPT:@100_s@:Error in thread" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "USERT:@100_s@:Connection to chipcard-terminal broken" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "USERT:@100_s@:Invalid loginname/password" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.231 - The text "USERT:@100_s@:Invalid loginname/password by chipcard" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "USERT:@100_s@:Manual login" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "USERT:@100_s@:Login by chipcard" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "USERT:@100_s@:Manual logout" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "USERT:@100_s@:Logout by chipcard" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "USERT:@100_s@:Automatic logout by timeout" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "USERT:@100_s@:Notification of service user/group '@102_s@' in effect" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "LBMRT:@100_s@:@1_s@:Error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "LBMRT:@100_s@:@1_s@:Tag @2_s@ does not exist" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "STRRT:@100_s@:Error" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Starts archive service" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Archive service is running" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Archive service cannot be started (error: @3_s@)" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Stops archive service" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS.@100_s@:Archive service could not be stopped (error: @3_s@)" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "AM:@100_s@:Media backup '@103_s@' successfully completed" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS.@100_s@:Backup process failed (error: @3_s@)" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Created backup medium '@2_s@'" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Closed backup medium '@2_s@'" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Connected backup '@2_s@'" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Backup connection failed (error: @3_s@)" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Backup '@2_s@' disconnected" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Backup disconnection failed (error: @3_s@)" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Import from archive '@2_s@' started" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Import from archive '@2_s@' failed (error: @3_s@)" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Import from archive '@2_s@' completed" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Archive '@2_s@' Error during application: @3_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Archive '@2_s@' applied" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Start archive processing '@2_s@'" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Data backup of '@2_s@' started" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Data backup of '@2_s@' successfully completed" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:There is no associated symbolic name for the physical server" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Attention: license not available: SIMATIC PCS7 StoragePlus Server. Long-term archiving disabled" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CAS:@100_s@:Archive '@2_s@' could not be verified." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "StoragePlus:@100_s@:Cannot create directory '@2_s@'. Error: '@3_s@'" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "StoragePlus:@100_s@:Cannot move file '@2_s@' to '@3_s@'. Error: '@4_s@'" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CSIG:@100_s@:@1_s@:Error during startup" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CSIG:@100_s@:@1_s@:The group display hierarchy has not been updated." will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CSIG:@100_s@:@1_s@:Connection Error at @2_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "CSIG:@100_s@:@1_s@:Tag @2_s@ does not exist" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "PTM:@100_s@:@1_s@:Error during startup" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SSM:@100_s@:@1_s@:Error during startup" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SSM:@100_s@:@1_s@:The project drive is more than @2_d@_ full" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SSM:@100_s@:@1_s@:The project was created with the wrong version of WinCC" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@:@2_s@ switched to master mode @3_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@:@2_s@ cannot issue a time message" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@: Receiving time service: Signal bad or failed" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@:@2_s@ cannot receive a time message" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@:@2_s@ cannot receive a time message on the redundant bus" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@:@2_s@ no time message. Switching to redundant device: @3_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@:@2_s@ can properly issue a time message" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@: Receiving time service working properly" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@:@2_s@ can properly receive a time message" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@:@2_s@ can properly receive a time message on the redundant bus" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@:@2_s@ switched to slave mode @3_s@" will be saved in the language "ENU" with the language ID 1033
04.06.2014 04:54:20.241 - The text "SYNC:@100_s@:@1_s@ Time synchronization deactivated" will be saved in the language "ENU" with the language ID 1033
